Therapieart;Bezeichnung;Substanzname;Weitere_Bezeichnung;Tumorbezogene_Therapie;Hauptgruppe;Untergruppe;ATC_Kode
HO;Polyestradiolphosphat;Polyestradiolphosphat;Estradurin, Polyestradiol Phosphat;ja;Endokrine Therapie;Sonstige endokrine Therapie;L02AA02
CH;Polyplatillen;Polyplatillen;;ja;Zytostatikum;Platin-haltige Verbindung;L01XA05
ZS;IMNOVID;Pomalidomid;IMNOVID;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L04AX06  
ZS;Pomalidomid;Pomalidomid;IMNOVID;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L04AX06  
ZS;Iclusig;Ponatinib;Iclusig;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE24
ZS;Ponatinib;Ponatinib;Iclusig;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE24
SO;PhotoBarr;Porfimer natrium;Photofrin, PhotoBarr;ja;Anderes antineoplastisches Mittel;Photosensibilisator;L01XD01
SO;Photofrin;Porfimer natrium;Photofrin, PhotoBarr;ja;Anderes antineoplastisches Mittel;Photosensibilisator;L01XD01
SO;Porfimer natrium;Porfimer natrium;Photofrin, PhotoBarr;ja;Anderes antineoplastisches Mittel;Photosensibilisator;L01XD01
CH;Folotyn;Pralatrexat;Folotyn;ja;Zytostatikum;Antimetabolit;L01BA05
CH;Pralatrexat;Pralatrexat;Folotyn;ja;Zytostatikum;Antimetabolit;L01BA05
CH;Mostarina;Prednimustin;Mostarina, Sterecyst;ja;Zytostatikum;Alkylanz;L01AA08
CH;Prednimustin;Prednimustin;Mostarina, Sterecyst;ja;Zytostatikum;Alkylanz;L01AA08
CH;Sterecyst;Prednimustin;Mostarina, Sterecyst;ja;Zytostatikum;Alkylanz;L01AA08
SO;Decortin;Prednisolon;Decortin, Solu-Decortin;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;H02AB06      
SO;Prednisolon;Prednisolon;Decortin, Solu-Decortin;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;H02AB06      
SO;Solu-Decortin;Prednisolon;Decortin, Solu-Decortin;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;H02AB06      
SO;Prednison;Prednison;Prednison;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;H02AB07      
SO;Prednison;Prednison;Prednison;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;H02AB07      
CH;Natulan;Procarbazin;Natulan;ja;Zytostatikum;Alkylanz;L01XB01
CH;Procarbazin;Procarbazin;Natulan;ja;Zytostatikum;Alkylanz;L01XB01
SO;Psoralen;Psoralen;UVADEX;ja;Dermatikum;Photosensibilisator;D05AD02
SO;UVADEX;Psoralen;UVADEX;ja;Dermatikum;Photosensibilisator;D05AD02
ZS;AC220;Quizartinib;AC220, Vanflyta;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01EX11
ZS;Quizartinib;Quizartinib;AC220, Vanflyta;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01EX11
ZS;Vanflyta;Quizartinib;AC220, Vanflyta;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01EX11
HO;Evista;Raloxifen;Evista, Optruma, Raloxifen Teva;nein;Supportiv;Sonstiges Supportivum;G03XC01 
HO;Optruma;Raloxifen;Evista, Optruma, Raloxifen Teva;nein;Supportiv;Sonstiges Supportivum;G03XC01 
HO;Raloxifen;Raloxifen;Evista, Optruma, Raloxifen Teva;nein;Supportiv;Sonstiges Supportivum;G03XC01 
HO;Raloxifen Teva;Raloxifen;Evista, Optruma, Raloxifen Teva;nein;Supportiv;Sonstiges Supportivum;G03XC01 
CH;Raltitrexed;Raltitrexed;;ja;Zytostatikum;Antimetabolit;L01BA03
IM;Cyramza;Ramucirumab;Cyramza;ja;Anderes antineoplastisches Mittel;Antikörper, Proteinkinase-Inhibitor;" C34.*"""
IM;Ramucirumab;Ramucirumab;Cyramza;ja;Anderes antineoplastisches Mittel;Antikörper, Proteinkinase-Inhibitor;" C34.*"""
CH;Ranimustin;Ranimustin;;ja;Zytostatikum;Alkylanz;L01AD07
SO;Fasturtec;Rasburicase;Fasturtec;nein;Supportiv;Sonstiges Supportivum;V03AF07 
SO;Rasburicase;Rasburicase;Fasturtec;nein;Supportiv;Sonstiges Supportivum;V03AF07 
ZS;Regorafenib;Regorafenib;Stivarga;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE21 
ZS;Stivarga;Regorafenib;Stivarga;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE21 
IM;BMS-986016;Relatlimab;BMS-986016;ja;Anderes antineoplastisches Mittel;Antikörper;
IM;Relatlimab;Relatlimab;BMS-986016;ja;Anderes antineoplastisches Mittel;Antikörper;
ZS;Kisqali;Ribociclib;Kisqali;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE42
ZS;Ribociclib;Ribociclib;Kisqali;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE42
ZS;Deforolimus;Ridaforolimus;Deforolimus;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE19
ZS;Ridaforolimus;Ridaforolimus;Deforolimus;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE19
ZS;Rigosertib;Rigosertib;;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;
IM;Arcalyst;Rilonacept;Arcalyst;nein;Supportiv;Interleukin-Antikörper;L04AC04 
IM;Rilonacept;Rilonacept;Arcalyst;nein;Supportiv;Interleukin-Antikörper;L04AC04 
SO;Actonel;Risedronsäure;Actonel, Risedronat, Risedronat Heumann;nein;Supportiv;Bisphosphonat;M05BA07 
SO;Risedronat;Risedronsäure;Actonel, Risedronat, Risedronat Heumann;nein;Supportiv;Bisphosphonat;M05BA07 
SO;Risedronat Heumann;Risedronsäure;Actonel, Risedronat, Risedronat Heumann;nein;Supportiv;Bisphosphonat;M05BA07 
SO;Risedronsäure;Risedronsäure;Actonel, Risedronat, Risedronat Heumann;nein;Supportiv;Bisphosphonat;M05BA07 
IM;MabThera;Rituximab;MabThera, Rixathon, Truxima;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC02 
IM;Rituximab;Rituximab;MabThera, Rixathon, Truxima;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC02 
IM;Rixathon;Rituximab;MabThera, Rixathon, Truxima;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC02 
IM;Truxima;Rituximab;MabThera, Rixathon, Truxima;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC02 
ZS;Istodax;Romidepsin;Istodax;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX39 
ZS;Romidepsin;Romidepsin;Istodax;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX39 
ZS;Nplate;Romiplostim;Nplate;nein;Supportiv;Sonstiges Supportivum;B02BX04
ZS;Romiplostim;Romiplostim;Nplate;nein;Supportiv;Sonstiges Supportivum;B02BX04
IM;Besremi;Ropeginterferon alfa-2b;Besremi;ja;Immunmodulator;Interferon;L03AB15 
IM;Ropeginterferon alfa-2b;Ropeginterferon alfa-2b;Besremi;ja;Immunmodulator;Interferon;L03AB15 
ZS;Jakavi;Ruxolitinib;Jakavi;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE18
ZS;Ruxolitinib;Ruxolitinib;Jakavi;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE18
IM;hRS7-CL2A-SN-38;Sacituzumab Govitecan-hziy;Sacituzumab govitecan, IMMU-132, hRS7-CL2A-SN-38;ja;Anderes antineoplastisches Mittel;Antikörper;
IM;IMMU-132;Sacituzumab Govitecan-hziy;Sacituzumab govitecan, IMMU-132, hRS7-CL2A-SN-38;ja;Anderes antineoplastisches Mittel;Antikörper;
IM;Sacituzumab govitecan;Sacituzumab Govitecan-hziy;Sacituzumab govitecan, IMMU-132, hRS7-CL2A-SN-38;ja;Anderes antineoplastisches Mittel;Antikörper;
IM;Sacituzumab Govitecan-hziy;Sacituzumab Govitecan-hziy;Sacituzumab govitecan, IMMU-132, hRS7-CL2A-SN-38;ja;Anderes antineoplastisches Mittel;Antikörper;
CH;Satraplatin;Satraplatin;;ja;Zytostatikum;Platin-haltige Verbindung;L01XA04
ZS;Selinexor;Selinexor;;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;
ZS;Retevmo;Selpercatinib ;Retevmo, Retsevmo;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01EX22 
ZS;Retsevmo;Selpercatinib ;Retevmo, Retsevmo;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01EX22 
ZS;Selpercatinib ;Selpercatinib ;Retevmo, Retsevmo;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01EX22 
CH;Semustin;Semustin;;ja;Zytostatikum;Alkylanz;L01AD03 
ZS;Siremadlin;Siremadlin;;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;
ZS;Rapamune;Sirolimus;Rapamune, Rapamycin;nein;Supportiv;Proteinkinase-Inhibitor;L04AA10
ZS;Rapamycin;Sirolimus;Rapamune, Rapamycin;nein;Supportiv;Proteinkinase-Inhibitor;L04AA10
ZS;Sirolimus;Sirolimus;Rapamune, Rapamycin;nein;Supportiv;Proteinkinase-Inhibitor;L04AA10
CH;Cerepro;Sitimagen ceradenovec;Cerepro;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;
CH;Sitimagen ceradenovec;Sitimagen ceradenovec;Cerepro;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;
ZS;Nexavar;Sorafenib;Nexavar;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE05
ZS;Sorafenib;Sorafenib;Nexavar;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE05
IM;Spartalizumab;Spartalizumab;;ja;Anderes antineoplastisches Mittel;Antikörper;
CH;Streptozocin;Streptozocin;Zanosar;ja;Zytostatikum;Alkylanz;L01AD04 
CH;Zanosar;Streptozocin;Zanosar;ja;Zytostatikum;Alkylanz;L01AD04 
ZS;Sunitinib;Sunitinib;Sutent;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE04
ZS;Sutent;Sunitinib;Sutent;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE04
IM;Advagraf;Tacrolimus;Advagraf, Envarsus, Modigraf, Prograf, Protopic, Tacni, Tacpan, Tacrolimus Dermapharm, Tacrolimus Heumann, Takrozem;nein;Supportiv;Sonstiges Supportivum;L04AD02
IM;Envarsus;Tacrolimus;Advagraf, Envarsus, Modigraf, Prograf, Protopic, Tacni, Tacpan, Tacrolimus Dermapharm, Tacrolimus Heumann, Takrozem;nein;Supportiv;Sonstiges Supportivum;L04AD02
IM;Modigraf;Tacrolimus;Advagraf, Envarsus, Modigraf, Prograf, Protopic, Tacni, Tacpan, Tacrolimus Dermapharm, Tacrolimus Heumann, Takrozem;nein;Supportiv;Sonstiges Supportivum;L04AD02
IM;Prograf;Tacrolimus;Advagraf, Envarsus, Modigraf, Prograf, Protopic, Tacni, Tacpan, Tacrolimus Dermapharm, Tacrolimus Heumann, Takrozem;nein;Supportiv;Sonstiges Supportivum;L04AD02
IM;Protopic;Tacrolimus;Advagraf, Envarsus, Modigraf, Prograf, Protopic, Tacni, Tacpan, Tacrolimus Dermapharm, Tacrolimus Heumann, Takrozem;nein;Supportiv;Sonstiges Supportivum;L04AD02
IM;Tacni;Tacrolimus;Advagraf, Envarsus, Modigraf, Prograf, Protopic, Tacni, Tacpan, Tacrolimus Dermapharm, Tacrolimus Heumann, Takrozem;nein;Supportiv;Sonstiges Supportivum;L04AD02
IM;Tacpan;Tacrolimus;Advagraf, Envarsus, Modigraf, Prograf, Protopic, Tacni, Tacpan, Tacrolimus Dermapharm, Tacrolimus Heumann, Takrozem;nein;Supportiv;Sonstiges Supportivum;L04AD02
IM;Tacrolimus;Tacrolimus;Advagraf, Envarsus, Modigraf, Prograf, Protopic, Tacni, Tacpan, Tacrolimus Dermapharm, Tacrolimus Heumann, Takrozem;nein;Supportiv;Sonstiges Supportivum;L04AD02
IM;Tacrolimus Dermapharm;Tacrolimus;Advagraf, Envarsus, Modigraf, Prograf, Protopic, Tacni, Tacpan, Tacrolimus Dermapharm, Tacrolimus Heumann, Takrozem;nein;Supportiv;Sonstiges Supportivum;L04AD02
IM;Tacrolimus Heumann;Tacrolimus;Advagraf, Envarsus, Modigraf, Prograf, Protopic, Tacni, Tacpan, Tacrolimus Dermapharm, Tacrolimus Heumann, Takrozem;nein;Supportiv;Sonstiges Supportivum;L04AD02
IM;Takrozem;Tacrolimus;Advagraf, Envarsus, Modigraf, Prograf, Protopic, Tacni, Tacpan, Tacrolimus Dermapharm, Tacrolimus Heumann, Takrozem;nein;Supportiv;Sonstiges Supportivum;L04AD02
IM;DT388-IL3;Tagraxofusp;Elzonris, DT388-IL3, SL-401, tagraxofusp-erzs;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX67
IM;Elzonris;Tagraxofusp;Elzonris, DT388-IL3, SL-401, tagraxofusp-erzs;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX67
IM;SL-401;Tagraxofusp;Elzonris, DT388-IL3, SL-401, tagraxofusp-erzs;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX67
IM;Tagraxofusp;Tagraxofusp;Elzonris, DT388-IL3, SL-401, tagraxofusp-erzs;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX67
IM;tagraxofusp-erzs;Tagraxofusp;Elzonris, DT388-IL3, SL-401, tagraxofusp-erzs;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX67
IM;Talacotuzumab;Talacotuzumab;;ja;Anderes antineoplastisches Mittel;Antikörper;
ZS;Talazoparib;Talazoparib;;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX60
ZS;Imlygic;Talimogen laherparepvec;Imlygic;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX51
ZS;Talimogen laherparepvec;Talimogen laherparepvec;Imlygic;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX51
HO;Nolvadex;Tamoxifen;Nolvadex, Tamoxifen AbZ, Tamoxifen Heumann, Tamoxifen-ratiopharm;ja;Endokrine Therapie;Antiöstrogen;L02BA01
HO;Tamoxifen;Tamoxifen;Nolvadex, Tamoxifen AbZ, Tamoxifen Heumann, Tamoxifen-ratiopharm;ja;Endokrine Therapie;Antiöstrogen;L02BA01
HO;Tamoxifen AbZ;Tamoxifen;Nolvadex, Tamoxifen AbZ, Tamoxifen Heumann, Tamoxifen-ratiopharm;ja;Endokrine Therapie;Antiöstrogen;L02BA01
HO;Tamoxifen Heumann;Tamoxifen;Nolvadex, Tamoxifen AbZ, Tamoxifen Heumann, Tamoxifen-ratiopharm;ja;Endokrine Therapie;Antiöstrogen;L02BA01
HO;Tamoxifen-ratiopharm;Tamoxifen;Nolvadex, Tamoxifen AbZ, Tamoxifen Heumann, Tamoxifen-ratiopharm;ja;Endokrine Therapie;Antiöstrogen;L02BA01
HO;Alna Ocas;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Duodart;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Omnic Ocas;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Prostacure;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Prostadil;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Tamsu-astellas;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Tamsublock;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Tamsulosin;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Tamsulosin AbZ;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Tamsulosin Heumann;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Tamsulosin-CT;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Tamsulosin-ratiopharm;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Tamsulosin-Uropharm;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
HO;Tamsunar;Tamsulosin;Alna Ocas, Duodart, Omnic Ocas, Prostacure, Prostadil, Tamsu-astellas, Tamsublock, Tamsulosin AbZ, Tamsulosin-CT, Tamsulosin Heumann, Tamsulosin-ratiopharm, Tamsulosin-Uropharm, Tamsunar;ja;Endokrine Therapie;Sonstige endokrine Therapie;G04CA02, G04CA52, G04CA53
SO;Beromun;Tasonermin;Beromun, Refnot;nein;Supportiv;Sonstiges Supportivum;L03AX11
SO;Refnot;Tasonermin;Beromun, Refnot;nein;Supportiv;Sonstiges Supportivum;L03AX11
SO;Tasonermin;Tasonermin;Beromun, Refnot;nein;Supportiv;Sonstiges Supportivum;L03AX11
CH;Tegafur, Gimeracil, Oteracil;Tegafur, Gimeracil, Oteracil;Teysuno;ja;Zytostatikum;Antimetabolit;L01BC53
CH;Teysuno;Tegafur, Gimeracil, Oteracil;Teysuno;ja;Zytostatikum;Antimetabolit;L01BC53
CH;Foscan;Temoporfin;Foscan;ja;Anderes antineoplastisches Mittel;Photosensibilisator;L01XD05
CH;Temoporfin;Temoporfin;Foscan;ja;Anderes antineoplastisches Mittel;Photosensibilisator;L01XD05
CH;TEMODAL;Temozolomid;TEMODAL, Temomedac, Temozolomid-ratiopharm, Temozolomid Ribosepharm, Temozolomid Teva;ja;Zytostatikum;Alkylanz;L01AX03
CH;Temomedac;Temozolomid;TEMODAL, Temomedac, Temozolomid-ratiopharm, Temozolomid Ribosepharm, Temozolomid Teva;ja;Zytostatikum;Alkylanz;L01AX03
CH;Temozolomid;Temozolomid;TEMODAL, Temomedac, Temozolomid-ratiopharm, Temozolomid Ribosepharm, Temozolomid Teva;ja;Zytostatikum;Alkylanz;L01AX03
CH;Temozolomid Ribosepharm;Temozolomid;TEMODAL, Temomedac, Temozolomid-ratiopharm, Temozolomid Ribosepharm, Temozolomid Teva;ja;Zytostatikum;Alkylanz;L01AX03
CH;Temozolomid Teva;Temozolomid;TEMODAL, Temomedac, Temozolomid-ratiopharm, Temozolomid Ribosepharm, Temozolomid Teva;ja;Zytostatikum;Alkylanz;L01AX03
CH;Temozolomid-ratiopharm;Temozolomid;TEMODAL, Temomedac, Temozolomid-ratiopharm, Temozolomid Ribosepharm, Temozolomid Teva;ja;Zytostatikum;Alkylanz;L01AX03
ZS;Temsirolimus;Temsirolimus;TORISEL;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE09 
ZS;TORISEL;Temsirolimus;TORISEL;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE09 
CH;Teniposid;Teniposid;Vumon;ja;Zytostatikum;Topoisom.-Inhibitor;L01CB02 
CH;Vumon;Teniposid;Vumon;ja;Zytostatikum;Topoisom.-Inhibitor;L01CB02 
SO;Tenofovir;Tenofovir;Viread;nein;Supportiv;Sonstiges Supportivum;J05AF07, J05AF13
SO;Viread;Tenofovir;Viread;nein;Supportiv;Sonstiges Supportivum;J05AF07, J05AF13
ZS;Phthalimidoglutarimid;Thalidomid;Thalidomide, Thalidomide Celgene, ?-Phthalimidoglutarimid;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L04AX02
ZS;Thalidomid;Thalidomid;Thalidomide, Thalidomide Celgene, ?-Phthalimidoglutarimid;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L04AX02
ZS;Thalidomide;Thalidomid;Thalidomide, Thalidomide Celgene, ?-Phthalimidoglutarimid;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L04AX02
ZS;Thalidomide Celgene;Thalidomid;Thalidomide, Thalidomide Celgene, ?-Phthalimidoglutarimid;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L04AX02
CH;Tepadina;Thiotepa;Tepadina;ja;Zytostatikum;Alkylanz;L01AC01
CH;Thiotepa;Thiotepa;Tepadina;ja;Zytostatikum;Alkylanz;L01AC01
ZS;Tiazofurin;Tiazofurin;;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX18 
SO;Skelid;Tiludronsäure;Skelid;nein;Supportiv;Bisphosphonat;M05BA05
SO;Tiludronsäure;Tiludronsäure;Skelid;nein;Supportiv;Bisphosphonat;M05BA05
CH;Thioguanin Aspen;Tioguanin;Thioguanin Aspen;ja;Zytostatikum;Antimetabolit;L01BB03
CH;Tioguanin;Tioguanin;Thioguanin Aspen;ja;Zytostatikum;Antimetabolit;L01BB03
ZS;Tipifarnib;Tipifarnib;;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;
IM;Kymriah;Tisagenlecleucel;Kymriah;ja;zelluläre Therapie;zelluläre Therapie;
IM;Tisagenlecleucel;Tisagenlecleucel;Kymriah;ja;zelluläre Therapie;zelluläre Therapie;
IM; BGB-A317;Tislelizumab; BGB-A317, Tisle;ja;Anderes antineoplastisches Mittel;Antikörper, Checkpoint-Inhibitor;
IM;Tisle;Tislelizumab; BGB-A317, Tisle;ja;Anderes antineoplastisches Mittel;Antikörper, Checkpoint-Inhibitor;
IM;Tislelizumab;Tislelizumab; BGB-A317, Tisle;ja;Anderes antineoplastisches Mittel;Antikörper, Checkpoint-Inhibitor;
ZS;Tivantinib;Tivantinib;;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;
ZS;Fotivda;Tivozanib;Fotivda;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE34
ZS;Tivozanib;Tivozanib;Fotivda;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE34
IM;RoActemra;Tocilizumab;RoActemra;nein;Supportiv (GVHD);Interleukin-Antikörper;L04AC07 
IM;Tocilizumab;Tocilizumab;RoActemra;nein;Supportiv (GVHD);Interleukin-Antikörper;L04AC07 
CH;HYCAMTIN;Topotecan;HYCAMTIN, Topotecan-HAEMATO, Topotecan medac;ja;Zytostatikum;Topoisom.-Inhibitor;L01XX17
CH;Topotecan;Topotecan;HYCAMTIN, Topotecan-HAEMATO, Topotecan medac;ja;Zytostatikum;Topoisom.-Inhibitor;L01XX17
CH;Topotecan medac;Topotecan;HYCAMTIN, Topotecan-HAEMATO, Topotecan medac;ja;Zytostatikum;Topoisom.-Inhibitor;L01XX17
CH;Topotecan-HAEMATO;Topotecan;HYCAMTIN, Topotecan-HAEMATO, Topotecan medac;ja;Zytostatikum;Topoisom.-Inhibitor;L01XX17
HO;Toremifen;Toremifen;;ja;Endokrine Therapie;Antiöstrogen;L02BA02
IM;Tositumomab;Tositumomab;;ja;Anderes antineoplastisches Mittel;Antikörper;V10XA53
CH;Trabectedin;Trabectedin;Yondelis;ja;Zytostatikum;Sonstiges Zytostatikum;L01CX01 
CH;Yondelis;Trabectedin;Yondelis;ja;Zytostatikum;Sonstiges Zytostatikum;L01CX01 
ZS;Mekinist;Trametinib;Mekinist;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE25
ZS;Trametinib;Trametinib;Mekinist;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE25
IM;Herceptin;Trastuzumab;Herceptin, Herzuma, KANJINTI, Ogivri, Ontruzant, Trazimera;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC03
IM;Herzuma;Trastuzumab;Herceptin, Herzuma, KANJINTI, Ogivri, Ontruzant, Trazimera;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC03
